system,target,forecast_origin,quarter,component,contribution
System A,cpi_yoy,2025Q4,2010Q3,baseline,2.88095065388084
System A,cpi_yoy,2025Q4,2010Q3,commodity_growth,0.2530845246200533
System A,cpi_yoy,2025Q4,2010Q3,unemployment_rate,-0.01792118973034864
System A,cpi_yoy,2025Q4,2010Q3,cpi_yoy,-0.06253315709438155
System A,cpi_yoy,2025Q4,2010Q3,inflation_expectations_business,-0.24773177314859524
System A,cpi_yoy,2025Q4,2010Q3,cash_rate,0.09415094147243049
System A,cpi_yoy,2025Q4,2010Q4,baseline,2.8831651578663036
System A,cpi_yoy,2025Q4,2010Q4,commodity_growth,0.3248070795279732
System A,cpi_yoy,2025Q4,2010Q4,unemployment_rate,0.05957116498477947
System A,cpi_yoy,2025Q4,2010Q4,cpi_yoy,-0.5106047718116883
System A,cpi_yoy,2025Q4,2010Q4,inflation_expectations_business,-0.529413224285509
System A,cpi_yoy,2025Q4,2010Q4,cash_rate,0.3724745937181395
System A,cpi_yoy,2025Q4,2011Q1,baseline,2.885234722577627
System A,cpi_yoy,2025Q4,2011Q1,commodity_growth,0.4094070153837901
System A,cpi_yoy,2025Q4,2011Q1,unemployment_rate,0.09125145390262857
System A,cpi_yoy,2025Q4,2011Q1,cpi_yoy,0.04436830547464471
System A,cpi_yoy,2025Q4,2011Q1,inflation_expectations_business,-0.7176676834086165
System A,cpi_yoy,2025Q4,2011Q1,cash_rate,0.6874061860699269
System A,cpi_yoy,2025Q4,2011Q2,baseline,2.887170680056709
System A,cpi_yoy,2025Q4,2011Q2,commodity_growth,0.232514519742954
System A,cpi_yoy,2025Q4,2011Q2,unemployment_rate,0.15476665955815
System A,cpi_yoy,2025Q4,2011Q2,cpi_yoy,0.5615887032241815
System A,cpi_yoy,2025Q4,2011Q2,inflation_expectations_business,-0.8749795010864467
System A,cpi_yoy,2025Q4,2011Q2,cash_rate,0.7389389385044531
System A,cpi_yoy,2025Q4,2011Q3,baseline,2.8889831164101953
System A,cpi_yoy,2025Q4,2011Q3,commodity_growth,0.294826403902855
System A,cpi_yoy,2025Q4,2011Q3,unemployment_rate,3.0106694530665197e-05
System A,cpi_yoy,2025Q4,2011Q3,cpi_yoy,0.4794058604837609
System A,cpi_yoy,2025Q4,2011Q3,inflation_expectations_business,-0.7953976302546609
System A,cpi_yoy,2025Q4,2011Q3,cash_rate,0.5321521427633198
System A,cpi_yoy,2025Q4,2011Q4,baseline,2.890681045856264
System A,cpi_yoy,2025Q4,2011Q4,commodity_growth,0.08877239979395268
System A,cpi_yoy,2025Q4,2011Q4,unemployment_rate,0.12307503661258831
System A,cpi_yoy,2025Q4,2011Q4,cpi_yoy,0.343419150858186
System A,cpi_yoy,2025Q4,2011Q4,inflation_expectations_business,-0.8380356970275309
System A,cpi_yoy,2025Q4,2011Q4,cash_rate,0.3920880639065408
System A,cpi_yoy,2025Q4,2012Q1,baseline,2.892272560420255
System A,cpi_yoy,2025Q4,2012Q1,commodity_growth,-0.10449793960178723
System A,cpi_yoy,2025Q4,2012Q1,unemployment_rate,0.21381021590170318
System A,cpi_yoy,2025Q4,2012Q1,cpi_yoy,-0.6814038529646478
System A,cpi_yoy,2025Q4,2012Q1,inflation_expectations_business,-0.8757928641681985
System A,cpi_yoy,2025Q4,2012Q1,cash_rate,0.05561188041267651
System A,cpi_yoy,2025Q4,2012Q2,baseline,2.8937649581633758
System A,cpi_yoy,2025Q4,2012Q2,commodity_growth,-0.0705926738090119
System A,cpi_yoy,2025Q4,2012Q2,unemployment_rate,0.27208635452292235
System A,cpi_yoy,2025Q4,2012Q2,cpi_yoy,-0.8106347724727755
System A,cpi_yoy,2025Q4,2012Q2,inflation_expectations_business,-0.7958864356293448
System A,cpi_yoy,2025Q4,2012Q2,cash_rate,-0.28873743077516434
System A,cpi_yoy,2025Q4,2012Q3,baseline,2.8951648526013525
System A,cpi_yoy,2025Q4,2012Q3,commodity_growth,-0.2908339942721999
System A,cpi_yoy,2025Q4,2012Q3,unemployment_rate,0.1818936910694392
System A,cpi_yoy,2025Q4,2012Q3,cpi_yoy,0.18386188414879379
System A,cpi_yoy,2025Q4,2012Q3,inflation_expectations_business,-0.3335283703037124
System A,cpi_yoy,2025Q4,2012Q3,cash_rate,-0.7365580632436701
System A,cpi_yoy,2025Q4,2012Q4,baseline,2.896478265736929
System A,cpi_yoy,2025Q4,2012Q4,commodity_growth,-0.23782558003560017
System A,cpi_yoy,2025Q4,2012Q4,unemployment_rate,0.21458247053113969
System A,cpi_yoy,2025Q4,2012Q4,cpi_yoy,0.5042341842030661
System A,cpi_yoy,2025Q4,2012Q4,inflation_expectations_business,-0.19323053725454883
System A,cpi_yoy,2025Q4,2012Q4,cash_rate,-1.084238803180981
System A,cpi_yoy,2025Q4,2013Q1,baseline,2.897710706898376
System A,cpi_yoy,2025Q4,2013Q1,commodity_growth,-0.0643428559250524
System A,cpi_yoy,2025Q4,2013Q1,unemployment_rate,0.11947287916956378
System A,cpi_yoy,2025Q4,2013Q1,cpi_yoy,1.1467513380401153
System A,cpi_yoy,2025Q4,2013Q1,inflation_expectations_business,-0.3257592574417829
System A,cpi_yoy,2025Q4,2013Q1,cash_rate,-1.273832810741215
System A,cpi_yoy,2025Q4,2013Q2,baseline,2.898867239350815
System A,cpi_yoy,2025Q4,2013Q2,commodity_growth,-0.09973242861080968
System A,cpi_yoy,2025Q4,2013Q2,unemployment_rate,0.012274646934693009
System A,cpi_yoy,2025Q4,2013Q2,cpi_yoy,1.3391898677989231
System A,cpi_yoy,2025Q4,2013Q2,inflation_expectations_business,-0.5641842435572436
System A,cpi_yoy,2025Q4,2013Q2,cash_rate,-1.1864150819163755
System A,cpi_yoy,2025Q4,2013Q3,baseline,2.899952536431843
System A,cpi_yoy,2025Q4,2013Q3,commodity_growth,0.1970724038483487
System A,cpi_yoy,2025Q4,2013Q3,unemployment_rate,-0.17465340224398032
System A,cpi_yoy,2025Q4,2013Q3,cpi_yoy,0.9423160254455686
System A,cpi_yoy,2025Q4,2013Q3,inflation_expectations_business,-0.4601699306747881
System A,cpi_yoy,2025Q4,2013Q3,cash_rate,-1.1045176328069903
System A,cpi_yoy,2025Q4,2013Q4,baseline,2.9009709287603065
System A,cpi_yoy,2025Q4,2013Q4,commodity_growth,0.11044544566968337
System A,cpi_yoy,2025Q4,2013Q4,unemployment_rate,-0.2724259021708307
System A,cpi_yoy,2025Q4,2013Q4,cpi_yoy,1.1574972530830434
System A,cpi_yoy,2025Q4,2013Q4,inflation_expectations_business,-0.3188888670765704
System A,cpi_yoy,2025Q4,2013Q4,cash_rate,-0.9775988582656325
System A,cpi_yoy,2025Q4,2014Q1,baseline,2.9019264438786836
System A,cpi_yoy,2025Q4,2014Q1,commodity_growth,0.11607135186883825
System A,cpi_yoy,2025Q4,2014Q1,unemployment_rate,-0.40541906192486576
System A,cpi_yoy,2025Q4,2014Q1,cpi_yoy,1.1980766036587283
System A,cpi_yoy,2025Q4,2014Q1,inflation_expectations_business,-0.20354216641871867
System A,cpi_yoy,2025Q4,2014Q1,cash_rate,-0.7071131710626659
System A,cpi_yoy,2025Q4,2014Q2,baseline,2.9028228395163485
System A,cpi_yoy,2025Q4,2014Q2,commodity_growth,-0.2888150622406647
System A,cpi_yoy,2025Q4,2014Q2,unemployment_rate,-0.4084743869823766
System A,cpi_yoy,2025Q4,2014Q2,cpi_yoy,1.4918271520659563
System A,cpi_yoy,2025Q4,2014Q2,inflation_expectations_business,-0.15607902163228451
System A,cpi_yoy,2025Q4,2014Q2,cash_rate,-0.4412815207269791
System A,cpi_yoy,2025Q4,2014Q3,baseline,2.903663631503307
System A,cpi_yoy,2025Q4,2014Q3,commodity_growth,-0.4483103588798239
System A,cpi_yoy,2025Q4,2014Q3,unemployment_rate,-0.6214557216674278
System A,cpi_yoy,2025Q4,2014Q3,cpi_yoy,0.818380026745497
System A,cpi_yoy,2025Q4,2014Q3,inflation_expectations_business,0.006683724002587429
System A,cpi_yoy,2025Q4,2014Q3,cash_rate,-0.35896130170413965
System A,cpi_yoy,2025Q4,2014Q4,baseline,2.904452117221663
System A,cpi_yoy,2025Q4,2014Q4,commodity_growth,-0.573584015513583
System A,cpi_yoy,2025Q4,2014Q4,unemployment_rate,-0.6131532345677833
System A,cpi_yoy,2025Q4,2014Q4,cpi_yoy,0.2091321854077973
System A,cpi_yoy,2025Q4,2014Q4,inflation_expectations_business,0.03371446201571617
System A,cpi_yoy,2025Q4,2014Q4,cash_rate,-0.26056151456381044
System A,cpi_yoy,2025Q4,2015Q1,baseline,2.905191395354699
System A,cpi_yoy,2025Q4,2015Q1,commodity_growth,-0.50725864455412
System A,cpi_yoy,2025Q4,2015Q1,unemployment_rate,-0.627690978304111
System A,cpi_yoy,2025Q4,2015Q1,cpi_yoy,-0.3789886083681326
System A,cpi_yoy,2025Q4,2015Q1,inflation_expectations_business,0.06033751324319968
System A,cpi_yoy,2025Q4,2015Q1,cash_rate,-0.15159067737153634
System A,cpi_yoy,2025Q4,2015Q2,baseline,2.905884382580251
System A,cpi_yoy,2025Q4,2015Q2,commodity_growth,-0.5385815458695898
System A,cpi_yoy,2025Q4,2015Q2,unemployment_rate,-0.5040144706638522
System A,cpi_yoy,2025Q4,2015Q2,cpi_yoy,-0.3502284653069441
System A,cpi_yoy,2025Q4,2015Q2,inflation_expectations_business,0.21524227097581433
System A,cpi_yoy,2025Q4,2015Q2,cash_rate,-0.22830217171567949
System A,cpi_yoy,2025Q4,2015Q3,baseline,2.906533827755278
System A,cpi_yoy,2025Q4,2015Q3,commodity_growth,-0.3561804491159482
System A,cpi_yoy,2025Q4,2015Q3,unemployment_rate,-0.6373924548243635
System A,cpi_yoy,2025Q4,2015Q3,cpi_yoy,-0.4587279917595611
System A,cpi_yoy,2025Q4,2015Q3,inflation_expectations_business,0.36442500322178445
System A,cpi_yoy,2025Q4,2015Q3,cash_rate,-0.41865793527719053
System A,cpi_yoy,2025Q4,2015Q4,baseline,2.9071423240510854
System A,cpi_yoy,2025Q4,2015Q4,commodity_growth,-0.5812569270302774
System A,cpi_yoy,2025Q4,2015Q4,unemployment_rate,-0.26883709474881606
System A,cpi_yoy,2025Q4,2015Q4,cpi_yoy,-0.3211813649518349
System A,cpi_yoy,2025Q4,2015Q4,inflation_expectations_business,0.29845337878302725
System A,cpi_yoy,2025Q4,2015Q4,cash_rate,-0.33432031610318425
System A,cpi_yoy,2025Q4,2016Q1,baseline,2.907712319422618
System A,cpi_yoy,2025Q4,2016Q1,commodity_growth,-0.5576570343559853
System A,cpi_yoy,2025Q4,2016Q1,unemployment_rate,-0.2282292461478489
System A,cpi_yoy,2025Q4,2016Q1,cpi_yoy,-0.569283811096941
System A,cpi_yoy,2025Q4,2016Q1,inflation_expectations_business,0.006457410759861305
System A,cpi_yoy,2025Q4,2016Q1,cash_rate,-0.25899963858170544
System A,cpi_yoy,2025Q4,2016Q2,baseline,2.908246125729568
System A,cpi_yoy,2025Q4,2016Q2,commodity_growth,-0.5286527421021117
System A,cpi_yoy,2025Q4,2016Q2,unemployment_rate,-0.08336424949676051
System A,cpi_yoy,2025Q4,2016Q2,cpi_yoy,-0.9435808977772809
System A,cpi_yoy,2025Q4,2016Q2,inflation_expectations_business,-0.24013242199142593
System A,cpi_yoy,2025Q4,2016Q2,cash_rate,-0.11251581436199021
System A,cpi_yoy,2025Q4,2016Q3,baseline,2.9087459267705906
System A,cpi_yoy,2025Q4,2016Q3,commodity_growth,-0.4344423348329971
System A,cpi_yoy,2025Q4,2016Q3,unemployment_rate,-0.023753990540103583
System A,cpi_yoy,2025Q4,2016Q3,cpi_yoy,-0.5800235670283694
System A,cpi_yoy,2025Q4,2016Q3,inflation_expectations_business,-0.42774933375491336
System A,cpi_yoy,2025Q4,2016Q3,cash_rate,-0.04277670061420934
System A,cpi_yoy,2025Q4,2016Q4,baseline,2.9092137854439275
System A,cpi_yoy,2025Q4,2016Q4,commodity_growth,0.13802573817118913
System A,cpi_yoy,2025Q4,2016Q4,unemployment_rate,-0.11204989533712256
System A,cpi_yoy,2025Q4,2016Q4,cpi_yoy,-0.8862985585662241
System A,cpi_yoy,2025Q4,2016Q4,inflation_expectations_business,-0.6793224031491121
System A,cpi_yoy,2025Q4,2016Q4,cash_rate,0.030431333437338347
System A,cpi_yoy,2025Q4,2017Q1,baseline,2.9096516502069854
System A,cpi_yoy,2025Q4,2017Q1,commodity_growth,0.22729108348736876
System A,cpi_yoy,2025Q4,2017Q1,unemployment_rate,-0.21797998044112904
System A,cpi_yoy,2025Q4,2017Q1,cpi_yoy,-0.3106396335949864
System A,cpi_yoy,2025Q4,2017Q1,inflation_expectations_business,-0.8966110790370451
System A,cpi_yoy,2025Q4,2017Q1,cash_rate,0.38828795937880045
System A,cpi_yoy,2025Q4,2017Q2,baseline,2.910061360973244
System A,cpi_yoy,2025Q4,2017Q2,commodity_growth,0.0763646792187929
System A,cpi_yoy,2025Q4,2017Q2,unemployment_rate,-0.14201171793063505
System A,cpi_yoy,2025Q4,2017Q2,cpi_yoy,-0.6566432318863351
System A,cpi_yoy,2025Q4,2017Q2,inflation_expectations_business,-1.044142351948469
System A,cpi_yoy,2025Q4,2017Q2,cash_rate,0.7563712615733964
System A,cpi_yoy,2025Q4,2017Q3,baseline,2.9104446545563225
System A,cpi_yoy,2025Q4,2017Q3,commodity_growth,-0.21091582995646774
System A,cpi_yoy,2025Q4,2017Q3,unemployment_rate,-0.25424823818656184
System A,cpi_yoy,2025Q4,2017Q3,cpi_yoy,-0.7385626417349092
System A,cpi_yoy,2025Q4,2017Q3,inflation_expectations_business,-0.7609948118309408
System A,cpi_yoy,2025Q4,2017Q3,cash_rate,0.8542768671525518
System A,cpi_yoy,2025Q4,2017Q4,baseline,2.910803169747453
System A,cpi_yoy,2025Q4,2017Q4,commodity_growth,-0.49072090075867913
System A,cpi_yoy,2025Q4,2017Q4,unemployment_rate,-0.19936043740627535
System A,cpi_yoy,2025Q4,2017Q4,cpi_yoy,-0.33842975521503343
System A,cpi_yoy,2025Q4,2017Q4,inflation_expectations_business,-0.6604280254840669
System A,cpi_yoy,2025Q4,2017Q4,cash_rate,0.878135949116597
System A,cpi_yoy,2025Q4,2018Q1,baseline,2.911138452093195
System A,cpi_yoy,2025Q4,2018Q1,commodity_growth,-0.3997049564122874
System A,cpi_yoy,2025Q4,2018Q1,unemployment_rate,-0.2620238902933968
System A,cpi_yoy,2025Q4,2018Q1,cpi_yoy,-0.3966690209169329
System A,cpi_yoy,2025Q4,2018Q1,inflation_expectations_business,-0.6866935571495597
System A,cpi_yoy,2025Q4,2018Q1,cash_rate,0.8339529726789768
System A,cpi_yoy,2025Q4,2018Q2,baseline,2.911451958424525
System A,cpi_yoy,2025Q4,2018Q2,commodity_growth,-0.32802738178402385
System A,cpi_yoy,2025Q4,2018Q2,unemployment_rate,-0.2023842899348741
System A,cpi_yoy,2025Q4,2018Q2,cpi_yoy,-0.43638618427267056
System A,cpi_yoy,2025Q4,2018Q2,inflation_expectations_business,-0.5801213308418435
System A,cpi_yoy,2025Q4,2018Q2,cash_rate,0.735467228408882
System A,cpi_yoy,2025Q4,2018Q3,baseline,2.9117450611757354
System A,cpi_yoy,2025Q4,2018Q3,commodity_growth,-0.09215906624254559
System A,cpi_yoy,2025Q4,2018Q3,unemployment_rate,-0.13479430292482256
System A,cpi_yoy,2025Q4,2018Q3,cpi_yoy,-1.0036942052749835
System A,cpi_yoy,2025Q4,2018Q3,inflation_expectations_business,-0.23723529637629495
System A,cpi_yoy,2025Q4,2018Q3,cash_rate,0.556137809642905
System A,cpi_yoy,2025Q4,2018Q4,baseline,2.9120190525215346
System A,cpi_yoy,2025Q4,2018Q4,commodity_growth,-0.05001799118463952
System A,cpi_yoy,2025Q4,2018Q4,unemployment_rate,-0.008375647125143057
System A,cpi_yoy,2025Q4,2018Q4,cpi_yoy,-1.3870004406599696
System A,cpi_yoy,2025Q4,2018Q4,inflation_expectations_business,-0.23848841557418868
System A,cpi_yoy,2025Q4,2018Q4,cash_rate,0.47186344202240094
System A,cpi_yoy,2025Q4,2019Q1,baseline,2.9122751483528253
System A,cpi_yoy,2025Q4,2019Q1,commodity_growth,0.05738644832047624
System A,cpi_yoy,2025Q4,2019Q1,unemployment_rate,-0.007148948393390747
System A,cpi_yoy,2025Q4,2019Q1,cpi_yoy,-1.8508946190590092
System A,cpi_yoy,2025Q4,2019Q1,inflation_expectations_business,-0.42650811107588915
System A,cpi_yoy,2025Q4,2019Q1,cash_rate,0.5148900818549805
System A,cpi_yoy,2025Q4,2019Q2,baseline,2.9125144921055592
System A,cpi_yoy,2025Q4,2019Q2,commodity_growth,0.06138417653281831
System A,cpi_yoy,2025Q4,2019Q2,unemployment_rate,-0.11670982574824212
System A,cpi_yoy,2025Q4,2019Q2,cpi_yoy,-1.3628226782154687
System A,cpi_yoy,2025Q4,2019Q2,inflation_expectations_business,-0.6081286102048937
System A,cpi_yoy,2025Q4,2019Q2,cash_rate,0.6137624455302193
System A,cpi_yoy,2025Q4,2019Q3,baseline,2.912738158452433
System A,cpi_yoy,2025Q4,2019Q3,commodity_growth,0.016423063517419637
System A,cpi_yoy,2025Q4,2019Q3,unemployment_rate,-0.23999934225536387
System A,cpi_yoy,2025Q4,2019Q3,cpi_yoy,-1.1454915456530246
System A,cpi_yoy,2025Q4,2019Q3,inflation_expectations_business,-0.4352013276389282
System A,cpi_yoy,2025Q4,2019Q3,cash_rate,0.5915309935774565
System A,cpi_yoy,2025Q4,2019Q4,baseline,2.9129471568637966
System A,cpi_yoy,2025Q4,2019Q4,commodity_growth,-0.20589336620160442
System A,cpi_yoy,2025Q4,2019Q4,unemployment_rate,-0.18129205790480388
System A,cpi_yoy,2025Q4,2019Q4,cpi_yoy,-0.588714170101947
System A,cpi_yoy,2025Q4,2019Q4,inflation_expectations_business,-0.3771649286027898
System A,cpi_yoy,2025Q4,2019Q4,cash_rate,0.24011736594734095
System A,cpi_yoy,2025Q4,2020Q1,baseline,2.9131424350416952
System A,cpi_yoy,2025Q4,2020Q1,commodity_growth,-0.10646581497042085
System A,cpi_yoy,2025Q4,2020Q1,unemployment_rate,-0.2865424840083067
System A,cpi_yoy,2025Q4,2020Q1,cpi_yoy,0.19791774351973412
System A,cpi_yoy,2025Q4,2020Q1,inflation_expectations_business,-0.39611801237082106
System A,cpi_yoy,2025Q4,2020Q1,cash_rate,-0.021933867211888024
System A,cpi_yoy,2025Q4,2020Q2,baseline,2.9133248822292948
System A,cpi_yoy,2025Q4,2020Q2,commodity_growth,-0.2988973777914837
System A,cpi_yoy,2025Q4,2020Q2,unemployment_rate,-1.478882729949283
System A,cpi_yoy,2025Q4,2020Q2,cpi_yoy,-0.6714262786135822
System A,cpi_yoy,2025Q4,2020Q2,inflation_expectations_business,-0.5664434044957154
System A,cpi_yoy,2025Q4,2020Q2,cash_rate,-0.19767509137923675
System A,cpi_yoy,2025Q4,2020Q3,baseline,2.9134953323968835
System A,cpi_yoy,2025Q4,2020Q3,commodity_growth,-0.07849345697924197
System A,cpi_yoy,2025Q4,2020Q3,unemployment_rate,-1.616623627757475
System A,cpi_yoy,2025Q4,2020Q3,cpi_yoy,0.07116908407644389
System A,cpi_yoy,2025Q4,2020Q3,inflation_expectations_business,-0.4548468108706604
System A,cpi_yoy,2025Q4,2020Q3,cash_rate,-0.13470052086595857
System A,cpi_yoy,2025Q4,2020Q4,baseline,2.9136545673050396
System A,cpi_yoy,2025Q4,2020Q4,commodity_growth,0.12128962471194543
System A,cpi_yoy,2025Q4,2020Q4,unemployment_rate,-1.8340873752023235
System A,cpi_yoy,2025Q4,2020Q4,cpi_yoy,-0.07591283852418858
System A,cpi_yoy,2025Q4,2020Q4,inflation_expectations_business,-0.30993052810615335
System A,cpi_yoy,2025Q4,2020Q4,cash_rate,0.08498654981567312
System A,cpi_yoy,2025Q4,2021Q1,baseline,2.9138033194452753
System A,cpi_yoy,2025Q4,2021Q1,commodity_growth,0.39220522719825435
System A,cpi_yoy,2025Q4,2021Q1,unemployment_rate,-1.5367303966745314
System A,cpi_yoy,2025Q4,2021Q1,cpi_yoy,-0.9502279541924491
System A,cpi_yoy,2025Q4,2021Q1,inflation_expectations_business,0.08470511777151835
System A,cpi_yoy,2025Q4,2021Q1,cash_rate,-0.003755313548074881
System A,cpi_yoy,2025Q4,2021Q2,baseline,2.9139422748585155
System A,cpi_yoy,2025Q4,2021Q2,commodity_growth,0.6526371796181962
System A,cpi_yoy,2025Q4,2021Q2,unemployment_rate,-0.9438804474232767
System A,cpi_yoy,2025Q4,2021Q2,cpi_yoy,1.0399503421195933
System A,cpi_yoy,2025Q4,2021Q2,inflation_expectations_business,0.2563322561144779
System A,cpi_yoy,2025Q4,2021Q2,cash_rate,-0.11898160528751331
System A,cpi_yoy,2025Q4,2021Q3,baseline,2.914072075831912
System A,cpi_yoy,2025Q4,2021Q3,commodity_growth,0.5093216971163099
System A,cpi_yoy,2025Q4,2021Q3,unemployment_rate,-0.2573141139973118
System A,cpi_yoy,2025Q4,2021Q3,cpi_yoy,-0.37041653608143776
System A,cpi_yoy,2025Q4,2021Q3,inflation_expectations_business,0.4679530783691406
System A,cpi_yoy,2025Q4,2021Q3,cash_rate,-0.2636162012386165
System A,cpi_yoy,2025Q4,2021Q4,baseline,2.9141933234748048
System A,cpi_yoy,2025Q4,2021Q4,commodity_growth,0.3630604268692738
System A,cpi_yoy,2025Q4,2021Q4,unemployment_rate,0.19359997201467777
System A,cpi_yoy,2025Q4,2021Q4,cpi_yoy,0.24834851385351564
System A,cpi_yoy,2025Q4,2021Q4,inflation_expectations_business,0.43046483150779513
System A,cpi_yoy,2025Q4,2021Q4,cash_rate,-0.4496670677200698
System A,cpi_yoy,2025Q4,2022Q1,baseline,2.91430658017502
System A,cpi_yoy,2025Q4,2022Q1,commodity_growth,0.5603300783696936
System A,cpi_yoy,2025Q4,2022Q1,unemployment_rate,0.7847104945388994
System A,cpi_yoy,2025Q4,2022Q1,cpi_yoy,0.650507160463034
System A,cpi_yoy,2025Q4,2022Q1,inflation_expectations_business,0.79594616855188
System A,cpi_yoy,2025Q4,2022Q1,cash_rate,-0.50580048209853
System A,cpi_yoy,2025Q4,2022Q2,baseline,2.914412371937075
System A,cpi_yoy,2025Q4,2022Q2,commodity_growth,0.6385170162983875
System A,cpi_yoy,2025Q4,2022Q2,unemployment_rate,1.0373978003310083
System A,cpi_yoy,2025Q4,2022Q2,cpi_yoy,1.1739563429559432
System A,cpi_yoy,2025Q4,2022Q2,inflation_expectations_business,1.1295954055027457
System A,cpi_yoy,2025Q4,2022Q2,cash_rate,-0.6938789370251618
System A,cpi_yoy,2025Q4,2022Q3,baseline,2.9145111906042973
System A,cpi_yoy,2025Q4,2022Q3,commodity_growth,0.6058086662637271
System A,cpi_yoy,2025Q4,2022Q3,unemployment_rate,1.1116009379950882
System A,cpi_yoy,2025Q4,2022Q3,cpi_yoy,1.4880076185185895
System A,cpi_yoy,2025Q4,2022Q3,inflation_expectations_business,1.8258589339757774
System A,cpi_yoy,2025Q4,2022Q3,cash_rate,-0.64578734735748
System A,cpi_yoy,2025Q4,2022Q4,baseline,2.914603495967233
System A,cpi_yoy,2025Q4,2022Q4,commodity_growth,0.4475238846830962
System A,cpi_yoy,2025Q4,2022Q4,unemployment_rate,1.0202198394858089
System A,cpi_yoy,2025Q4,2022Q4,cpi_yoy,1.1488303873612116
System A,cpi_yoy,2025Q4,2022Q4,inflation_expectations_business,2.0968957076049044
System A,cpi_yoy,2025Q4,2022Q4,cash_rate,0.1719266848977436
System A,cpi_yoy,2025Q4,2023Q1,baseline,2.9146897177610955
System A,cpi_yoy,2025Q4,2023Q1,commodity_growth,-0.012606176173292336
System A,cpi_yoy,2025Q4,2023Q1,unemployment_rate,0.818132347230478
System A,cpi_yoy,2025Q4,2023Q1,cpi_yoy,0.6342075137242728
System A,cpi_yoy,2025Q4,2023Q1,inflation_expectations_business,2.021233388826749
System A,cpi_yoy,2025Q4,2023Q1,cash_rate,0.7243432086306897
System A,cpi_yoy,2025Q4,2023Q2,baseline,2.9147702575553276
System A,cpi_yoy,2025Q4,2023Q2,commodity_growth,-0.30677835622692434
System A,cpi_yoy,2025Q4,2023Q2,unemployment_rate,0.8042833588451057
System A,cpi_yoy,2025Q4,2023Q2,cpi_yoy,-0.010699261521366101
System A,cpi_yoy,2025Q4,2023Q2,inflation_expectations_business,1.7077293097971185
System A,cpi_yoy,2025Q4,2023Q2,cash_rate,0.8906946915507369
System A,cpi_yoy,2025Q4,2023Q3,baseline,2.9148454905386263
System A,cpi_yoy,2025Q4,2023Q3,commodity_growth,-0.2969395767416466
System A,cpi_yoy,2025Q4,2023Q3,unemployment_rate,0.5446661270599975
System A,cpi_yoy,2025Q4,2023Q3,cpi_yoy,-0.5734763355136476
System A,cpi_yoy,2025Q4,2023Q3,inflation_expectations_business,1.8535808202524504
System A,cpi_yoy,2025Q4,2023Q3,cash_rate,0.8573234744042123
System A,cpi_yoy,2025Q4,2023Q4,baseline,2.9149157672030293
System A,cpi_yoy,2025Q4,2023Q4,commodity_growth,-0.04320837185127357
System A,cpi_yoy,2025Q4,2023Q4,unemployment_rate,0.42403217830188744
System A,cpi_yoy,2025Q4,2023Q4,cpi_yoy,-1.3971104434051553
System A,cpi_yoy,2025Q4,2023Q4,inflation_expectations_business,1.463485712087369
System A,cpi_yoy,2025Q4,2023Q4,cash_rate,0.6378851576641383
System A,cpi_yoy,2025Q4,2024Q1,baseline,2.914981414930805
System A,cpi_yoy,2025Q4,2024Q1,commodity_growth,0.20123084255536375
System A,cpi_yoy,2025Q4,2024Q1,unemployment_rate,0.3652820314640949
System A,cpi_yoy,2025Q4,2024Q1,cpi_yoy,-1.3955978184316882
System A,cpi_yoy,2025Q4,2024Q1,inflation_expectations_business,1.047609628775956
System A,cpi_yoy,2025Q4,2024Q1,cash_rate,0.5664939007054635
System A,cpi_yoy,2025Q4,2024Q2,baseline,2.9150427394880785
System A,cpi_yoy,2025Q4,2024Q2,commodity_growth,0.2663518170029997
System A,cpi_yoy,2025Q4,2024Q2,unemployment_rate,0.2911692464703963
System A,cpi_yoy,2025Q4,2024Q2,cpi_yoy,-0.7364092741169413
System A,cpi_yoy,2025Q4,2024Q2,inflation_expectations_business,0.601685406247381
System A,cpi_yoy,2025Q4,2024Q2,cash_rate,0.4621600649080811
System A,cpi_yoy,2025Q4,2024Q3,baseline,2.9151000264291773
System A,cpi_yoy,2025Q4,2024Q3,commodity_growth,0.1823980220237852
System A,cpi_yoy,2025Q4,2024Q3,unemployment_rate,0.1435605403695489
System A,cpi_yoy,2025Q4,2024Q3,cpi_yoy,-1.2852919967169678
System A,cpi_yoy,2025Q4,2024Q3,inflation_expectations_business,0.7037894014367178
System A,cpi_yoy,2025Q4,2024Q3,cash_rate,0.24044400645773564
System A,cpi_yoy,2025Q4,2024Q4,baseline,2.9151535424157475
System A,cpi_yoy,2025Q4,2024Q4,commodity_growth,0.1972231299103642
System A,cpi_yoy,2025Q4,2024Q4,unemployment_rate,0.26106982126158007
System A,cpi_yoy,2025Q4,2024Q4,cpi_yoy,-1.6495672795881273
System A,cpi_yoy,2025Q4,2024Q4,inflation_expectations_business,0.6291025934027251
System A,cpi_yoy,2025Q4,2024Q4,cash_rate,0.04701819259770891
System A,cpi_yoy,2025Q4,2025Q1,baseline,2.9152035364547007
System A,cpi_yoy,2025Q4,2025Q1,commodity_growth,0.16819722985321933
System A,cpi_yoy,2025Q4,2025Q1,unemployment_rate,0.15922996183092641
System A,cpi_yoy,2025Q4,2025Q1,cpi_yoy,-1.2735984819966824
System A,cpi_yoy,2025Q4,2025Q1,inflation_expectations_business,0.38034191176931254
System A,cpi_yoy,2025Q4,2025Q1,cash_rate,0.050625842088521084
